ticker,cik
LATGW,None
JOAN,0001834585
VSDA,0001547580
CMU,0000809844
IMMX,0001873835
OAIB,0001683471
CTEC,0001432353
TMAT,0001644419
PETVW,0001512922
YETI,0001670592
VCXB.U,0001848948
WEAT,0001471824
WFCpL,0000072971
MODL,None
ZVIA,0001854139
PKX,0000889132
PTF,0001209466
GENC,0000064472
NEPH,0001196298
THO,0000730263
PAVM,0001624326
TRTL,0001847112
SGHC,0001878057
NWLI,0001635984
DECK,0000910521
FOXA,0001754301
GVA,0000861459
WRBpH,0000011544
VFMV,None
XLE,0001064642
WPP,0000806968
MEI,0000065270
ADFI,0001552947
BTO,0000925683
UONEK,0001041657
ETON,0001710340
LRNZ,0001776878
IBTE,0001100663
FIS,0001136893
DFE,0001350487
EXG,0001379438
JSML,0001500604
IPXXW,0001970622
JETU,0000927971
SELB,0001453687
ANGHW,0001871983
FEXD,0001852407
JPLD,None
BIG,0000768835
LLY,0000059478
V,0001403161
FREQ,0001703647
ZROZ,0001450011
DNLI,0001714899
FCLD,0000945908
COMP,0001563190
HCSG,0000731012
BSAC,0001027552
CSL,0000790051
EPS,0001350487
JLL,0001037976
NJR,0000356309
EGGF.U,0001843973
SCDL,0001114446
TWI,0000899751
FHNpF,0000036966
ES,0000072741
HWMp,0000004281
HYXU,0000930667
BNMV,0001437491
KWESW,0001889823
RTAI,None
ROST,0000745732
NLR,0001137360
TNC,0000097134
HHLA.U,0001824185
PGZ,0001557523
SVXY,0001415311
APXI,0001868573
FSK,0001422183
LIFWZ,0001802450
SENS,0001616543
ICUCW,0001831868
FOXF,0001424929
GANX,0001819411
BJAN,0001415726
ARGD,0001091748
HYMCL,0001718405
TRIP,0001526520
SCHH,0001454889
BKD,0001332349
YLDE,None
FLZA,0001655589
RVSN,0001743905
PFBC,0001492165
ENX,0001177162
SLQD,0001100663
KSTR,0001547576
IBDP,0001100663
CTXR,0001506251
FTK,0000928054
SWVL,0001875609
AGBAW,0001769624
SNPX,0001571934
TSPA,None
OSG,0000075208
VWOB,0001004655
BBCP,0001703956
STXK,None
CRSP,0001674416
DOCU,0001261333
EDIV,0001168164
LYG,0001160106
STRV,None
THFF,0000714562
AVAH,0001832332
MEM,None
JPSE,0001485894
PJUN,0001415726
TSE,0001519061
WFCpD,0000072971
MRDB,0001929589
WEAV,0001609151
EMMF,None
BQ,0001815021
ACRX,0001427925
CGSD,None
HE,0000354707
SOL,0001417892
EEFT,0001029199
AMNA,0001114446
EXAI,0001865408
GGE,0001158420
TNL,0001361658
CLVT,0001764046
AGQ,0001415311
SMAPW,0001863990
SSB,0000764038
GRTS,0001656634
OXUSW,0001852973
EFX,0000033185
HNNA,0001145255
TERN,0001831363
ALEX,0001545654
LIFW,0001802450
BKYI,0001019034
AKAN,0001888014
WBA,0001618921
ACWI,0001100663
BOXX,None
AMID,None
WCLD,None
ILF,0001100663
CRD.A,0000025475
MAGA,0001753220
EPRpG,0001045450
CPLP,0001392326
IMTXW,0001809196
SASR,0000824410
MPLN.WS,0001793229
BRN,0000010048
AENT,0001823584
GABpK,0000794685
OAIE,None
PWSC,0001835681
STVN,0001849853
IRAA,0001831874
NOGNW,0001841800
CLPR,0001649096
EUO,0001415311
CIL,0001547580
EFV,0001100663
DOYU,0001762417
PSCF,0001378872
TOWN,0001170279
SIGI,0000230557
CONX,0001823000
AGFY,0001800637
CLDX,0000744218
MSC,0001713334
SATX.WS.A,0001915403
CRGY,0001866175
EDRY,0001731388
PJT,0001626115
BCDAW,0000925741
IVAC,0001001902
BILZ,None
DGX,0001022079
FLRN,0001064642
MNTN.U,0001863719
AAT,0001500217
QSPT,0001667919
MPB,0000879635
MDVpA,0001645873
WDAY,0001327811
TCBS,0001849466
ZVSA,0001859007
GTIP,0001479026
MID,0001481714
CMDY,0001524513
URNM,None
NAVI,0001593538
MSTQ,0001539639
GSDWU,0001843248
PSApI,0001393311
LGHL,0001806524
PDEX,0000788920
SLND.WS,0001883814
ALIT,0001809104
HLLY.WS,0001822928
RWTpA,0000930236
NEWR,0001448056
CVBF,0000354647
APLE,0001418121
EZGO,0001806904
ERIC,0000717826
CRH,0000849395
FOA,0001828937
PIIIW,0001832511
SLRX,0001615219
OGI,0001620737
EVI,0000065312
AOR,0001100663
EVE.WS,0001861121
AMPE,0001411906
AVIV,0001481714
VCNX,0001205922
XHYI,None
PEB,0001474098
TSLQ,None
ATHE,0001131343
MERpK,0000070858
RYI,0001481582
CL,0000021665
JSTC,None
HAPY,None
TELZ,0000061398
WTW,0001140536
SE,0001703399
DYNF,0001761055
HAIL,0001064642
RRC,0000315852
ISTR,0001602658
DGT,0001064642
NPCT,0001835068
PIZ,0001378872
EET,0001174610
UST,0000810972
HSRT,0001501825
SITM,0001451809
FHNpE,0000036966
SLNH,0000064463
STRA,0001013934
QUIK,0000882508
FIG,0001810747
GMBLW,0001451448
ARLO,0001736946
FELE,0000038725
DOV,0000029905
MJ,None
PIN,None
SPMB,0001064642
EURL,0001424958
PLAOU,0001849737
GTEC,0001735041
MPTI,0001902314
GIA,0001844505
STIX,0001896049
USA,0000799195
RNR,0000913144
UPTDW,0001844417
SPC,0001141819
EDBL,0001809750
CTSO,0001175151
JFWD,None
SEALpB,0001308106
PED,0001141197
VRP,0001696209
OWL,0001823945
NURO,0001289850
ASLN,0001722926
OEF,0001100663
INTEU,0001850262
BYN,0001852633
PD,0001568100
VTNR,0000890447
DVAL,0001655589
LOUP,0001415726
AME,0001037868
IPW,0001830072
SOHO,0001301236
CWCO,0000928340
SIHY,None
MCN,0001289868
DISTW,0001818605
FDTS,0001510337
ALT,0001326190
GLO,0001350869
IMOS,0001123134
VYMI,0001004655
FLHK,0001655589
FLHY,0001655589
TNPpE,0001166663
NVMI,0001109345
EMBC,0001872789
XHB,0001064642
LUCD,0001799011
AMBC,0000874501
MKTW,0001805651
IMXI,0001683695
EBF,0000033002
YINN,None
SFR,0001821075
FNVTU,0001857855
LMDXW,0001685428
GDE,None
NTZG,0001635073
USIO,0001088034
BBH,0001137360
BYRN,0001354866
SCRMU,0001893325
GILD,0000882095
ISCG,0001100663
DECZ,0001776878
PYZ,0001209466
ONLN,0001174610
VNQ,0000734383
WIA,0001254370
ICCH,0001681903
MMT,0000809173
TBNK,0001447051
IPI,0001421461
MLPO,0001053092
TJX,0000109198
CRTO,0001576427
SPFI,0001163668
ACGL,0000947484
ANIK,0000898437
HSCZ,0001100663
GDX,0001137360
CAAP,0001717393
THCP,0001843993
TT,0001466258
IFN,0000917100
TOUS,None
NVVEW,0001836875
IEP,0000813762
COP,0001163165
PPHPU,0001863460
PKE,0000076267
FTXN,0001552740
SEIM,None
RMBS,0000917273
CXAC,0001856242
MGM,0000789570
EMDM,0001383496
KYN,0001293613
WNEB,0001157647
MOBQW,0001084267
BTTR,0001471727
DULL,0000927971
JPMpD,0000019617
INFU,0001337013
MCHI,0001100663
KRNL,0001832950
CIBR,0001383496
VAW,0000052848
MUJ,0001053988
SLS,0001390478
RCACU,0001874218
AQMS,0001621832
LTL,0000810972
CARD,0000927971
CHIM,0001432353
ROK,0001024478
HAS,0000046080
CHD,0000313927
IT,0000749251
FNCH,0001733257
BFST,0001624322
VOTE,None
BNJ,0001001085
VCAR,0001810747
PLCE,0001041859
FTGS,0001329377
EAOM,0001100663
WFCpA,0000072971
VCTR,0001570827
RRH,None
JAQC,0001817868
DLR,0001297996
FIACU,0001854480
EFSC,0001025835
UAA,0001336917
DBGR,0001503123
IJS,0001100663
IYM,0001100663
MKUL,0001872356
NUWE,0001506492
TGNA,0000039899
NU,0001691493
RBC,0001324948
AXNX,0001603756
MOVE,0001734750
KTB,0001760965
FV,0001552740
IBTK,0001100663
SOI,0001697500
TECS,None
CLNNW,0001822791
PETV,0001512922
YXI,0001174610
CVI,0001376139
LKQ,0001065696
IEI,0001100663
SMXWW,0001940674
QQQX,0001608741
WIP,0001064642
BBY,0000764478
RNWWW,0001848763
DCTH,0000872912
IBHJ,None
MLPB,0001114446
MLTX,0001821586
USMC,0001572661
PSEP,0001415726
SQL,0001605888
EVA,0001592057
FIAX,None
CYD,0000932695
WMPN,0001828376
GODNU,0001895144
ONEQ,None
AVO,0001802974
ODFL,0000878927
IXC,0001100663
AMAL,0001823608
AMCX,0001514991
ACIO,0001753220
ORC,0001518621
PUI,0001209466
TDW,0000098222
TENK,0001851484
CFFSU,0001839519
EPU,0001100663
SSUS,None
HASI,0001561894
MCS,0000062234
MPRO,0001644419
KAPR,0001415726
ACCD,0001481646
BKT,0000832327
AVGO,0001730168
CC,0001627223
ASLE,0001754170
RARE,0001515673
RELIW,0001812727
FRMEP,0000712534
TPC,0000077543
ZUO,0001423774
JPXN,0001100663
CLOE,0001849058
OPPpB,0001678130
WDC,0000106040
INVZW,0001835654
VALE,0000917851
EIG,0001379041
IVW,0001100663
OIS,0001121484
DHI,0000882184
VRAR,0001854445
ICVT,0001100663
LDP,0001548717
ONTO,0000704532
STRO,0001382101
HCRB,0001501825
USL,0001405528
METpF,0001099219
VHT,0000052848
TFLO,0001100663
MRIN,0001389002
TCX,0000909494
MTX,0000891014
GWRE,0001528396
EEM,0000930667
KOPN,0000771266
BKMC,None
PRSRW,0001825473
STLA,0001605484
ATXG,0001650101
FTEL,0001928581
BVH,0000315858
SCZ,0001100663
CPA,0001345105
TBMC,0001934945
KAR,0001395942
ENERR,0001855555
EVAV,None
IMPP,0001876581
BNED,0001634117
RYSE,0001539639
USML,0001114446
FEAM,0001888654
BTWN,0001815086
ENG,0000933738
STAF,0001499717
SLMBP,0001032033
XFINU,0001852749
TVTX,0001438533
USGOW,0001947244
AFIB,0001522860
SGIIU,0001869824
AHLpC,0001267395
BKF,0000930667
LVO,0001491419
FICVW,0001855693
TGT,0000027419
LSEAW,0001721386
EQL,0001414040
RWODR,0001907223
BKSC,None
FDMO,0000945908
HUBCZ,0001905660
VGM,0000880892
OUNZ,0001546652
OMC,0000029989
LSXMA,0001560385
FENY,0000945908
INVE,0001036044
CRI,0001060822
ACN,0001467373
SFNC,0000090498
TBCPU,0001815753
RENEU,0001889112
WFCpY,0000072971
NBY,0001389545
BBLG,0001419554
EW,0001099800
PXH,0001378872
FIBR,0001100663
MAC,0000912242
FLMI,0001655589
PAG,0001019849
BKHY,None
MARA,0001507605
EQNR,0001140625
HLMN,0001822492
CHEAU,0001856948
VVR,0001059386
QQQJ,0001696209
DUK,0001326160
RSF,0001644771
CNS,0001284812
TFX,0000096943
FIF,0001513789
BALT,0001415726
BGB,0001546429
VMBS,0001021882
SAMT,None
LGSTW,0001860871
PSApK,0001393311
ADES,0001515156
SLDPW,0001844862
SHCR,0001816233
SISI,0001300734
CNEY,0001780785
NBTX,0001760854
RIET,0001539639
TSOC,0001415726
QMCO,0000709283
CNX,0001070412
MCBC,0001053584
CIK,0000810766
ABT,0000001800
FCO,0000876717
BKNG,0001075531
AWH,0000926617
LFLY,0001785592
IYK,0001100663
KROS,0001664710
FGBI,0001408534
VNT,0001786842
CYTK,0001061983
JOBY.WS,0001819848
ROBT,0001552740
BLV,0000794105
AIZN,0001267238
HYLS,0001517936
BGRN,0001100663
HKD,0001809691
GBIO,0001733294
HIMX,0001342338
FLEX,0000866374
BR,0001383312
IPSC,0001850119
EMLC,0001137360
BMTX.WS,0001725872
TCBK,0000356171
RILYO,0001464790
BRBR,0001772016
AE,0000002178
FNWB,0001556727
FLCB,0001655589
TLS,0000320121
IDYA,0001676725
BBIO,0001743881
MLPX,0001432353
CABA,0001759138
MYN,0000882150
WOLF,0000895419
SZZLW,0001829322
DLRpJ,0001297996
INTC,0000050863
SSL,0000314590
TNA,0001040587
IVZ,0000914208
IAF,0000779336
AHTpH,0001232582
GMFI,0001866547
SLM,0001032033
NXT,0001852131
TPLC,None
SSYS,0001517396
TFCpO,0000092230
HEWC,0001100663
GAU,0001377757
AIRG,0001272842
BSCO,0001657201
IWD,0001100663
ESIX,0001064642
HOMZ,0001753220
KYCHW,0001865701
XLG,0001209466
IGE,0001100663
SGLC,None
EVF,0001070732
AMR,0001704715
GM,0001467858
GSpA,0000886982
LRGF,0001100663
SDRL,0001737706
FTV,0001659166
PFIG,0001378872
OPFI.WS,0001818502
VIOV,None
LEJU,0001596856
JVA,0001007019
MRAI,0001844392
CUEN,0001424657
DHC,0001075415
CMAX,0001813914
SHW,0000089800
PLPC,0000080035
NAMS,0001936258
AFSM,0001667919
CAN,0001780652
NGG,0001004315
NB,0001512228
SPYG,0001064642
GAINZ,0001321741
NLTX,0001404644
ESEB,0001503123
PERI,0001338940
PAPR,0001415726
OCCIO,0001716951
MCAAW,0001856995
AGRH,0001524513
OCCI,0001716951
GOOGL,0001652044
EIDO,0001100663
BNRG,0001901215
SNFCA,0000936217
ESQ,0001531031
CHS,0000897429
UDR,0000074208
MAR,0001048286
PILL,0001424958
MVT,0000897269
SCX,0000093676
SUI,0000912593
ATHA,0001620463
OSCV,0001753220
BF.A,0000014693
PHIO,0001533040
NQP,0000870780
OSI.WS,0001832136
EWH,0000930667
AKBA,0001517022
QLTA,0001100663
EYLD,0001529390
CHPS,None
CRS,0000017843
BMAC.U,0001848020
CMDT,0001450011
TXMD,0000025743
WSR,0001175535
TDSC,0001547950
PDT,0000855886
NTSX,None
CGRN,0001009759
DVOL,None
IBKR,0001381197
GNTY,0001058867
AIGpA,0000005272
LII,0001069202
MVPS,0001633061
FEMS,0001364608
JFU,0001619544
GDMN,None
MFM,0000801961
HTRB,0001501825
AFGE,0001042046
TRDA,0001689375
IXAQU,0001852019
HTFB,0001487428
IEUR,0001100663
ACT,0001823529
UHG,0001830188
EUSB,0001100663
SFM,0001575515
AEFC,0000769218
FLL,0000891482
CCBG,0000726601
DMXF,0001100663
CYN,0001874097
MMI,0001578732
FLUD,0001655589
AXSM,0001579428
WILC,0001030997
IWDL,0001114446
ALLY,0000040729
FIZZ,0000069891
QCLR,None
AKYA,0001711933
GREK,0001432353
FITBP,0000035527
GSEU,0001479026
FAAR,None
IPG,0000051644
BLNK,0001429764
EFTR,0001828522
MERC,0001333274
ID,0001698113
TFFP,0001733413
EEIQ,0001781397
RWR,0001450011
FEDM,0001491978
SDA,0001936804
ANGH,0001871983
IRS,0000933267
FLS,0000030625
JT,0001713923
EAT,0000703351
CANF,0001536196
SOFI,0001818874
GLDG,0001538847
BSBR,0001471055
XVOL,None
IBBQ,0001696209
TMTCU,0001879851
YALA,0001794350
CRGOW,0001927719
CPTK,0001827899
PROK,0001850270
CPB,0000016732
FMCX,0001644419
ENVX,0001828318
ROIV,0001635088
DWACU,0001849635
CD,0001807192
HUM,0000049071
DIP,0001539639
BRFS,0001122491
GEMD,0001479026
CRMD,0001410098
NLSPW,0001783036
BBHY,0001485894
FLN,0001510337
SST,0001805833
GREI,None
UBT,0001174610
IBHF,0001100663
BROG,0001774983
VRM,0001580864
EZA,0000930667
JAN,0000862861
SLAM,0001838162
RIO,0000863064
RLY,0001516212
MDRRP,0001654595
SD,0001349436
TCBP,0001872812
AIH,0001757143
IONS,0000874015
THTX,0001512717
LVS,0001300514
SEER,0001726445
LCID,0001811210
APRJ,0001415726
NRSN,0001875091
ULTA,0001403568
NJAN,0001415726
EMF,0000809708
SMOT,0001137360
BRKHU,0001871638
CARM,0001485003
LOWV,None
CWEN.A,0001567683
HTFC,0001487428
TDOC,0001477449
DUBS,None
ATMVR,0001937891
FOA.WS,0001828937
PPHPW,0001863460
FMET,0000945908
GLPI,0001575965
EAGG,0001100663
HSHP,0001959455
GVI,0001100663
LAZ,0001311370
ANF,0001018840
INTS,0001567264
GPCR,0001888886
GIGB,0001479026
SHLS,0001831651
JUN,0001838814
TSHA,0001806310
NXJ,0001087786
IPDN,0001546296
LILMW,0001855756
INTU,0000896878
GL,0000320335
RCKY,0000895456
VIAO,0001769116
KBWY,0001378872
PRLB,0001443669
JWSM,0001831359
IHTA,0001698508
EES,0001409832
EAFD,0001810747
CSAN,0001430162
FBK,0001649749
WMT,0000104169
SOHOB,0001301236
ZIEXT,None
LUX,None
OAIA,0001683471
AQWA,0001432353
KRKR,0001779476
ZTEST,None
BST,0001616678
MCACW,0001895249
ADCT,0001771910
OBOR,0001547576
SCCC,0001682220
ACWV,0001100663
ICF,0001100663
ATHpC,0001527469
BUJAU,0001956055
ONCY,0001129928
GMRE,0001533615
SGDM,None
ICUI,0000883984
CAE,0001173382
CDAY,0001725057
WWD,0000108312
SAI,0001847075
GTN.A,0000043196
PBI,0000078814
PSNL,0001527753
IGICW,0001794338
GFEB,0001667919
JPMpL,0000019617
LVOL,0001481714
MCHP,0000827054
CCV,0001812234
HURC,0000315374
Z,0001617640
HARD,0001873723
EUDA,0001847846
LTRN,0001763950
MVBF,0001277902
NSpC,0001110805
VRE,0000924901
ROSEU,0001870129
SUSB,0001100663
TWM,0001174610
PLBC,0001168455
SBEV.WS,0001553788
QPX,0001408970
FCNCO,None
ITI,0000350868
SGU,0001002590
OVF,0001776878
RESI,0001555039
XOMAO,0000791908
EUSC,0001350487
PJFG,0001727074
MSpL,0000895421
FXY,0001353613
BNIX,0001845942
DCFC,0001862490
TEDU,0001592560
FAS,0001424958
FLO,0001128928
TAOP,0001552670
BLK,0001364742
MXCT,0001287098
AIMBU,0001903464
GBNY,0001823365
FDNI,0001383496
EWC,0001100663
KRE,0001064642
DUSL,0001424958
GO,0001771515
GMBLZ,0001451448
SECO,0001633441
GSLC,0001479026
MKFG,0001816613
EGUS,0001100663
BMLpL,0000070858
FFHG,0001644419
VERB,0001566610
BKUS,None
BNKD,0000927971
AMLX,0001658551
CHI,0001171471
DHACW,0001864531
OILK,0001174610
AGLE,0001636282
CRSR,0001743759
AGTI,0001749704
OGE,0001021635
KRUZ,None
NEXI,0001538210
MTN,0000812011
PHR,0001412408
VNO,0000899689
FEN,0001284940
GOOG,0001652044
QMAR,0001667919
SCCG,0001682220
EOI,0001300391
ARKR,0000779544
IMAQW,0001846235
WMG,0001319161
FFIV,0001048695
CHIC,0001432353
TK,0000911971
NRDY,0001819404
CLBK,0001723596
BYTS,0001842566
RCS,0000916183
ATEK.U,0001882198
MYFW,0001327607
HUBS,0001404655
UUU,0000102109
MBOT,0000883975
CLBT,0001854587
XTJL,0001415726
CMCO,0001005229
EOG,0000821189
HCOM,0001501825
LUV,0000092380
LABP,0001785345
SGE,0001893448
MTBL,0001509223
GENK,0001891856
ELIQ,0001827871
AEON,0001837607
MAMA,0001520358
ELVA,0001844450
MAApI,0000912595
MYPSW,0001823878
ONB,0000707179
PMAR,0001415726
JXI,0001100663
IGLD,0001090159
THMO,0000811212
VDNI,None
TMDV,0001174610
IBHG,0001100663
FORTY,0001045986
GHI,0001059142
IVRpB,0001437071
GURU,0001432353
GJR,0001353226
NERD,0001776878
CSRpC,0000798359
UHS,0000352915
APTV,0001521332
RSVRW,0001824403
PRI,0001475922
FVAL,0000945908
KRBP,None
SLNHP,0000064463
HTD,0001260041
DUDE,None
LCW,0001847577
UMI,None
RSPR,None
UVV,0000102037
AESI,0001910950
CHII,0001432353
IWFH,0001100663
IIGD,0001657201
IYE,0001100663
HARP,0001708493
GATE,0001838513
NWN,0001733998
DWMF,None
ALLG,0001874474
PTEN,0000889900
IHD,0001496292
BSCQ,0001657201
FDL,None
SATL,0001874315
YOLO,0001408970
VICI,0001705696
MYY,0001174610
SN,0001957132
USBF,0001100663
QNST,0001117297
AVRO,0001681087
QTWO,0001410384
DRUG,0001827401
UYG,0001174610
CLNE,0001368265
SRL,0000016859
IWML,0001114446
PPH,0001137360
SGMA,0000915358
PXI,0001209466
IGTR,0001415726
ELOX,0001035354
CGMS,None
CRMT,0000799850
BGR,0001306550
HCI,0001400810
VET,0001293135
CLIN,0001883984
PRSTW,0001822145
TWOU,0001459417
TSRI,0000098338
TEVA,0000818686
PARAA,0000813828
EEX,0001579214
APRW,None
SMPL,0001702744
NICK,0001000045
INNO,0001281845
SPUC,0001810747
EGY,0000894627
BTWNW,0001815086
SOJC,0000092122
FNX,0001383496
MSI,0000068505
SCEpH,0000092103
USFI,None
ARCB,0000894405
VNOpM,0000899689
TMF,0001040587
PAK,0001432353
DDT,0000028917
AGX,0000100591
AROW,0000717538
FFIU,None
VRSK,0001442145
ONEY,0001064642
PPHPR,0001863460
IBTJ,0001100663
UMAR,0001415726
SNVpD,0000018349
ALSA,0001865111
CISO,0001777319
GOEX,0001432353
TGB,0000878518
DBJA,0001415726
ENTG,0001101302
JANT,None
SRVR,0001616668
CHNA,0001753220
FGM,0001510337
EVV,0001222922
FMAO,0000792966
SNCR,0001131554
XFLTpA,0001703079
PTON,0001639825
VOR,0001817229
UPV,0001174610
FLMX,0001655589
FRTY,0001807486
HAUS,None
SNAX,0001691936
EIS,0000893818
ZFOX,0001823575
ADEX.WS,0001830029
GRWG,0001604868
GDC,0001641398
NBTB,0000790359
BPYPN,0001085359
KLNE,None
PPYAU,0001894057
WTRG,0000078128
ASBpF,0000007789
CCVI.WS,0001828250
TRIB,0000888721
SFBS,0001430723
FNGS,0000927971
ARBK,0001841675
ROAD,0001718227
ARCO,0001508478
GAB,0000794685
FNGD,0000927971
RAYC,None
MODD,0001074871
TIO,0000854800
CCSI,0001866633
QID,0001174610
IVE,0001100663
AKAM,0001086222
SR,0001126956
AWK,0001410636
MFApB,0001055160
RILYM,0001464790
UWMC,0001783398
MIRM,0001759425
RILYZ,0001464790
CRL,0001100682
SHBI,0001035092
NAII,0000787253
MRGR,0001174610
ATER,0001757715
FUV,0001558583
SHPWW,0001784851
SABS,0001833214
ZEXIT,None
SNPV,None
NSApA,0001618563
ATLCL,0001464343
SUNW,0001172631
TRTNpA,0001660734
WIX,0001576789
TEI,0000909112
XIN,0001398453
AIEQ,None
SCEpL,0000092103
IMNN,0000749647
KIQ,0001161814
AVUS,0001481714
SPSK,None
FBND,0001562565
BHIL,0001830210
NETL,0001753220
BRACR,0001865120
IRRX.U,0001854795
GFOF,0001539639
FPL,0001589420
FEXDU,0001852407
LPL,0001290109
RISR,None
IBDO,0001100663
DKDCU,0001849380
DMCY,None
VERS,0001174610
BRSH,0001913210
GRBK,0001373670
CCRV,0001524513
DHCA,0001838163
YGMZ,0001782037
EXI,0001100663
KMF,0001500096
JIB,0001500604
LIBYW,0001880151
LPTH,0000889971
HSMV,None
AFRI,0001903870
RBA,0001046102
EWM,0000930667
ALTGpA,0001759824
XHYC,None
SITC,0000894315
DFCF,0001816125
HAYN,0000858655
RGF,0001871149
AEON.WS,0001837607
SCYX,0001178253
ARBEW,0001861841
MCAG,0001859035
HLP,0001855557
BRZE,0001676238
BWBBP,0001341317
SBAC,0001034054
XBJA,0001415726
QDROU,0001825962
BFZ,0001137391
PRSRU,0001825473
FTRI,0001383496
ATMV,0001937891
EFAX,None
FBGX,0001114446
EUDG,0001350487
GFAI,0001804469
UAN,0001425292
OAKUU,0001945422
WWW,0000110471
BSCP,0001657201
BANFP,0000760498
ICU,0001831868
GRNT,0001928446
DISTR,0001818605
IXSE,None
VABS,None
BIOC,0001044378
GME,0001326380
FRGI,0001534992
OHI,0000888491
PESI,0000891532
PRIFpD,0001554625
FFC,0001174164
DKRB,None
AGD,0001362481
FLCA,0001655589
MUC,0001051004
VFLO,None
XHYE,None
XDAT,0001655589
QYLE,None
EDTK,0001782309
TCOM,0001269238
STNG,0001483934
CASY,0000726958
SLACW,0001834755
PSFO,0001616668
HOLX,0000859737
CXAIW,0001820875
FN,0001408710
IAT,0001100663
TBF,0001174610
RDFN,0001382821
CFB,0001458412
ACAQ.U,0001869141
USBpQ,0000036104
NTLA,0001652130
BMY,0000014272
AAPB,0001689873
PWUPU,0001847345
EWJV,0001100663
CDIO,0001870144
DFAC,0001816125
IHY,0001137360
NMS,0001607997
HT,0001063344
JEPI,0001485894
LCA,0001844642
AVSU,0001481714
DUG,0001174610
LMB,0001606163
EMCGU,0001869601
EMX,0001285786
IDUB,0001539639
WGS,0001818331
KNSA,0001730430
BCSF,0001655050
NREFpA,0001786248
NTEST.I,None
MGRB,0001004434
IPAY,None
VUG,0000036405
ONFOW,0001825452
MSGE,0001952073
EWA,0000930667
KNG,0001517936
GNFT,0001757064
QH,0001781193
HYGI,0001524513
DTG,0000936340
EEMA,0000930667
SF,0000720672
IAGG,0001100663
ASGI,0001793855
ROE,None
MGR,0001004434
FSFG,0001435508
SMCI,0001375365
GFOR.U,0001845459
PLMR,0001761312
FBIN,0001519751
SHY,0001100663
RCKT,0001281895
ACES,0001414040
RNRG,0001432353
JCPI,0001485894
GRCL,0001826492
BEN,0000038777
BKE,0000885245
GJUN,None
SMSI,0000948708
INFL,0001776878
SSSS,0001509470
CNET,0001376321
HST,0001070750
MARW,None
ZAPP,0001955104
BBAI,0001836981
CEF,0001726122
VHAQ.U,0001823857
FSNB.U,0001840225
QCLN,0001329377
BABX,0001689873
IIPRpA,0001677576
YJ,0001759614
LEN,0000920760
SNDX,0001395937
CLIP,None
APRZ,0001776878
REX,0000744187
EFIX,0001667919
MSGM,0001821175
CMND,0001892500
EJUL,0001415726
BITQ,0001452937
FYLG,None
IRRX,0001854795
HRMY,0001802665
THW,0001635977
ACET,0001720580
SUPN,0001356576
DYTA,None
METX,0001796514
HSBC,0001089113
EIRL,0001100663
NIM,0000890119
GDEN,0001071255
IGRO,0001100663
OSW,0001758488
FTA,0001383496
CTRE,0001590717
SWSS,0001838000
ONL,0001873923
CUBB,0001488813
HOLI,0001357450
DINT,None
QQMG,0001696209
MSpO,0000895421
ADXN,0001574232
FMB,None
BKIE,None
ETWO,0001800347
USCL,None
RNWZ,0001683471
ECML,None
COMB,0001689873
SCU,0001403256
RFI,0000891290
SQ,0001512673
INDL,None
WCBR,None
COHN,0001270436
CALB,0001752036
GAQ.WS,0001852061
PPIH,0000914122
TAN,0001696209
RGR,0000095029
DNUT,0001857154
RNEW,0001823857
KXIN,0001713539
EJH,0001769768
ARTW,0000007623
WKSPW,0001096275
SU,0000311337
EPSN,0001726126
SJB,0001174610
OPK,0000944809
SEA,0001539639
ZS,0001713683
JPS,0001176433
USAU,0000027093
SMHI,0001690334
BRDG,0001854401
GJP,0001343491
NOVA,0001772695
GAMB,0001839799
ENCPU,0001879373
MTDR,0001520006
SEATW,0001856031
SMMD,0001100663
DWUS,0001408970
KMX,0001170010
CADE,0001299939
XOS,0001819493
MOON,None
WHLRP,0001527541
FNDX,0001454889
FXI,0001100663
VIS,0000052848
VJET,0001582581
OSIS,0001039065
SOJE,0000092122
CFLT,0001699838
IRWD,0001446847
MAMB,0001644419
BYTSU,0001842566
NEPT,0001401395
GSPY,None
BUYZ,0001655589
MSpI,0000895421
MIND,0000926423
OAKUR,0001945422
DLX,0000027996
PAR,0000708821
AWX,0001061069
TRON,0001847513
IMPPP,0001876581
OWNS,None
ZBRA,0000877212
GNLX,0001231457
HLN,0001900304
WLDN,0001370450
DAKT,0000915779
BBAG,0001485894
TIGO,0000912958
JQC,0001227476
IVT,0001307748
BWNB,0001630805
VISL,0001565228
BTR,None
WESTW,0001806347
CTBB,0000068622
UFI,0000100726
BKGI,None
FTLS,0001424212
FRSH,0001544522
KACLR,0001865468
NUEM,0001635073
TRONW,0001847513
FPA,0001510337
BILL,0001786352
IBOT,None
UTWO,None
AKR,0000899629
DRUP,None
CFGpD,0000759944
PNC,0000713676
MCB,0001476034
CXSE,0001350487
CHIX,0001432353
DOMA,0001722438
ACHV,0000949858
RWLK,0001607962
MYPS,0001823878
WT,0000880631
WULF,0001083301
PBBK,0001849670
VCEB,None
BIGC,0001626450
MCD,0000063908
ALTUU,0001822366
TPIC,0001455684
FRGT,0001687542
PINS,0001506293
KIE,0001064642
UL,0000217410
DIVO,0001633061
JCPB,0001485894
SCYB,None
BRC,0000746598
GK,0001408970
PRAY,None
AAAU,0001708646
JAAA,0001500604
PROV,0001010470
PGNY,0001551306
